Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0.056007,0.018286,9.841571,0.004677,-0.004419,0.004151
0.049003,0.023076,9.814015,0.004011,-0.00365,0.003459
0.045099,0.017316,9.796817,0.005778,-0.001894,0.002712
0.024759,-0.01177,9.797765,0.005031,-0.003815,0.005225
0.027744,-0.00667,9.804623,0.004528,-0.00534,0.005805
0.021243,-0.02093,9.817483,0.00603,-0.003714,0.003129
0.025494,-0.015097,9.808117,0.005223,-0.00352,0.005655
0.01959,-0.026823,9.809583,0.004258,-0.002365,0.0037
0.0308,-0.023732,9.806387,0.007052,-0.005231,0.004449
0.043108,-0.02627,9.780436,0.002075,-0.005474,0.005738
0.036166,-0.01608,9.782516,0.005004,-0.004083,0.002495
0.028719,-0.021684,9.843987,0.005844,-0.005055,0.005192
0.041106,0.00192,9.77517,0.005541,-0.002589,0.004758
0.031387,-0.009543,9.784252,0.007854,-0.004913,0.002824
0.042867,0.011148,9.781683,0.006241,-0.004484,0.001704
0.024508,-0.00751,9.760504,0.006107,-0.005978,0.005059
0.026776,0.001512,9.803566,0.005911,-0.006612,0.006747
0.031566,0.015419,9.804511,0.003798,-0.005566,0.006372
0.027714,0.012752,9.748327,0.005691,-0.004011,0.004122
0.030609,-0.005227,9.819775,0.004627,-0.005572,0.003452
0.02729,0.019072,9.79349,0.006346,-0.002665,0.002328
0.02948,0.000038,9.780094,0.004832,-0.003238,0.005467
0.052728,0.020458,9.802267,0.004062,-0.005548,0.006482
0.034765,-0.001904,9.81076,0.00844,-0.002043,0.003877
0.038725,0.0091,9.825863,0.003168,-0.004762,0.005079
0.030521,-0.000926,9.834931,0.002566,-0.001902,0.00427
0.031157,-0.001616,9.869761,0.005584,-0.00363,0.004042
0.016253,-0.01014,9.754019,0.003996,-0.00391,0.006849
0.015433,-0.026518,9.902392,0.00448,-0.00565,0.005389
0.021133,-0.008135,9.799849,0.003842,-0.00563,0.005331
0.032962,-0.006942,9.81631,0.003072,-0.004494,0.005775
0.026865,-0.018407,9.883656,0.008981,-0.00511,0.005382
0.028123,0.004035,9.745254,0.005588,-0.003112,0.008246
0.033036,-0.00613,9.800096,0.006352,-0.002517,0.006117
0.03829,0.009843,9.796894,0.006792,-0.003836,0.004408
0.046669,0.01824,9.745759,0.006559,-0.007217,0.004853
0.053759,0.021631,9.767076,0.003792,-0.006079,0.004967
0.036519,0.010188,9.768621,0.002317,-0.000975,0.004591
0.038643,0.004134,9.757595,0.00423,-0.003713,0.004454
0.032797,-0.017725,9.803276,0.004951,-0.00879,0.00274
0.041285,-0.004063,9.794584,0.005494,-0.00678,0.005305
0.021329,0.000188,9.809544,0.007528,-0.005357,0.002865
0.029388,0.000308,9.82018,0.007223,-0.00441,0.005268
0.02804,0.000426,9.801909,0.003877,-0.005111,0.00255
0.02293,0.005779,9.807447,0.004474,-0.0048,0.004255
0.031769,-0.00276,9.777405,0.006376,-0.003188,0.003286
0.040775,0.001579,9.810431,0.003796,-0.003964,0.003659
0.038358,-0.003628,9.821163,0.007237,-0.005337,0.005739
0.039624,0.010351,9.804544,0.003034,-0.004781,0.001254
0.040813,-0.000086,9.800092,0.003438,-0.005724,0.00725
0.030826,-0.005518,9.805708,0.007141,-0.004269,0.003313
0.024427,0.010961,9.811901,0.005341,-0.002722,0.003476
0.03124,-0.004279,9.810872,0.004347,-0.006847,0.004121
0.03015,-0.017057,9.797129,0.006699,-0.003336,0.006583
0.03822,0.017697,9.783836,0.0098,-0.007783,0.002416
0.040347,0.004317,9.78939,0.005368,-0.006988,0.003394
0.036344,-0.003018,9.795653,0.007362,-0.003719,0.003821
0.030778,-0.005293,9.816051,0.004552,-0.003971,0.002615
0.0345,0.002069,9.779435,0.003877,-0.003546,0.005918
0.029082,-0.010829,9.802975,0.008599,-0.003502,0.005714
0.020183,-0.008631,9.791999,0.00893,-0.003942,0.003345
0.039388,0.00861,9.798352,0.009438,-0.005892,0.002803
0.052614,0.008324,9.78066,0.00746,-0.004034,0.005935
0.031753,0.001602,9.807394,0.006632,-0.004539,0.0041
0.023266,-0.01277,9.827515,0.004481,-0.004631,0.004635
0.022745,-0.010839,9.823031,0.002437,-0.008081,0.004651
0.026099,0.007673,9.798102,0.001498,-0.003539,0.006643
0.027504,-0.00466,9.791935,0.00448,-0.007602,0.004448
0.047696,0.014579,9.80171,0.003741,-0.005169,0.005391
0.03749,-0.014821,9.799131,0.001491,-0.002989,0.002793
0.041725,-0.004267,9.807685,0.001078,-0.006257,0.001786
0.031307,0.006669,9.812901,0.005696,-0.003748,0.005554
0.02698,0.008199,9.80051,0.005104,-0.004818,0.003198
0.017759,-0.003394,9.800616,0.005507,-0.001837,0.004346
0.042671,0.006302,9.796259,0.004183,-0.00331,0.005778
0.035315,-0.013914,9.807769,0.006902,-0.005043,0.001715
0.021511,0.004762,9.805735,0.003948,-0.005024,0.003907
0.028366,0.002891,9.817075,0.005636,-0.004398,0.002821
0.036761,0.014416,9.806623,0.003333,-0.007523,0.004022
0.032968,-0.000383,9.807389,0.006501,-0.002327,0.006286
0.036507,0.004382,9.783901,0.008405,-0.004068,0.004198
0.018294,-0.012443,9.801681,0.006909,-0.002436,0.003003
0.035874,-0.004799,9.790138,0.006106,-0.002411,0.004013
0.028877,-0.007305,9.804342,0.005929,-0.006812,0.0045
0.032552,0.006335,9.802198,0.007431,-0.004159,0.003299
0.027057,-0.004996,9.810213,0.004506,-0.003667,0.003597
0.035097,0.0109,9.793536,0.002955,-0.002931,0.004436
0.028953,-0.010383,9.793662,0.005084,-0.003134,0.002479
0.03201,0.004679,9.809798,0.00522,-0.004445,0.00375
0.033643,-0.004161,9.806025,0.004898,-0.008066,0.003375
0.034646,0.000779,9.798409,0.003564,-0.005305,0.003149
0.040312,-0.003807,9.811148,0.003615,-0.004453,0.004636
0.033922,-0.004657,9.792908,0.002773,-0.003932,0.003517
0.02966,0.000522,9.805003,0.005906,-0.002907,0.003931
0.035244,0.011402,9.796644,0.006277,-0.006291,0.002687
0.035193,-0.010889,9.794998,0.007091,-0.004385,0.005744
0.040796,0.002077,9.798362,0.005302,-0.004983,0.005597
0.032378,0.000842,9.80981,0.004573,-0.003881,0.005791
0.031698,0.000584,9.806709,0.005117,-0.003942,0.006012
0.027496,-0.008175,9.810568,0.006933,-0.003461,0.005936
0.032414,0.004191,9.800141,0.004682,-0.006387,-0.000374
0.03431,-0.004577,9.797047,0.00442,-0.004201,0.003958
0.04537,0.004848,9.79935,0.005417,-0.0048,0.005204
0.031388,0.010649,9.799435,0.004585,-0.003677,0.004877
0.036227,0.008034,9.805264,0.004751,-0.002598,0.004012
0.030005,0.000945,9.807412,0.005545,-0.004511,0.005536
0.025291,0.012305,9.799809,0.00427,-0.001225,0.004411
0.023492,-0.01209,9.807162,0.005939,-0.00439,0.004242
0.035334,0.00087,9.787707,0.005156,-0.006253,0.003776
0.028696,-0.006615,9.796758,0.005811,-0.003533,0.001673
0.045937,0.010188,9.797946,0.006064,-0.004803,0.006009
0.048401,-0.004297,9.796946,0.005278,-0.001335,0.005613
0.044279,0.007787,9.794867,0.005692,-0.00437,0.001622
0.02758,0.007588,9.795676,0.006358,-0.006128,0.004709
0.032355,-0.00155,9.79878,0.004337,-0.004605,0.004352
0.027556,-0.011845,9.804029,0.00259,-0.0062,0.005322
0.030045,0.009964,9.797027,0.005018,-0.003294,0.002383
0.034087,-0.010836,9.803627,0.00692,-0.002339,0.004726
0.035605,0.008468,9.798717,0.006874,-0.005343,0.006228
0.028197,-0.00663,9.805729,0.005703,-0.005464,0.003685
0.03815,-0.004036,9.788746,0.007977,0.000134,0.004135
0.019679,-0.012863,9.800293,0.005261,-0.00372,0.003503
0.03725,-0.005698,9.803592,0.006404,-0.004822,0.005977
0.034074,-0.011688,9.797771,0.005606,-0.003935,0.006597
0.036292,0.004299,9.792871,0.004842,-0.004467,0.005046
0.025071,-0.005013,9.802985,0.005825,-0.004971,0.005471
0.039669,0.007352,9.79283,0.005286,-0.005047,0.001983
0.020216,-0.004564,9.80888,0.006681,-0.002191,0.005102
0.025017,0.017912,9.806696,0.003761,-0.002802,0.005732
0.027953,-0.019156,9.817154,0.005971,-0.00249,0.005023
0.035413,0.006474,9.802522,0.007696,-0.007017,0.005812
0.037555,-0.00511,9.804617,0.00626,-0.005927,0.005294
0.034451,0.010448,9.815279,0.006179,-0.006647,0.004802
0.032294,-0.007264,9.81501,0.005082,-0.004859,0.004476
0.040525,-0.001637,9.805274,0.005851,-0.004384,0.00369
0.040322,-0.006606,9.814262,0.007797,-0.004854,0.004431
0.033558,0.000634,9.804286,0.006079,-0.007693,0.004008
0.029547,-0.002977,9.788115,0.004087,-0.004878,0.004965
0.038474,-0.001507,9.794591,0.004045,-0.005704,0.003004
0.040547,0.005037,9.803173,0.004949,-0.002719,0.003462
0.034409,-0.003451,9.805322,0.005796,-0.004236,0.003226
0.037579,-0.012822,9.806367,0.006364,-0.004545,0.002025
0.026945,-0.001974,9.799168,0.004318,-0.00555,0.00562
0.03012,-0.005196,9.807427,0.005247,-0.004244,0.002658
0.03934,0.005973,9.793528,0.004212,-0.004428,0.003603
0.045642,-0.011453,9.808719,0.005964,-0.005418,0.007074
0.032044,0.000325,9.813607,0.007104,-0.003732,0.00315
0.027172,-0.004691,9.806068,0.004652,-0.001069,0.005292
0.04411,0.009849,9.798304,0.004149,-0.005581,0.004752
0.032504,-0.003455,9.804651,0.005602,-0.00611,0.005617
0.042501,-0.004711,9.798718,0.005861,-0.004854,0.004075
0.032151,-0.007936,9.800187,0.006264,-0.005395,0.005858
0.044418,0.005855,9.796594,0.006485,-0.004992,0.005372
0.046995,0.01392,9.795167,0.004856,-0.005505,0.003821
0.038141,-0.008237,9.80669,0.00432,-0.002757,0.004887
0.03126,-0.015565,9.810565,0.003014,-0.002695,0.002631
0.034189,0.005044,9.806331,0.006656,-0.004622,0.004774
0.02884,-0.006626,9.811243,0.005711,-0.004002,0.003891
0.016889,-0.001148,9.803033,0.00334,-0.003637,0.006006
0.017658,-0.011224,9.807884,0.004485,-0.003033,0.004619
0.025316,-0.004596,9.791944,0.006893,-0.004892,0.006729
0.025365,-0.007842,9.793332,0.002843,-0.005396,0.005207
0.026481,0.004443,9.796386,0.003269,-0.003759,0.005468
0.032048,-0.003212,9.81638,0.004322,-0.001682,0.003805
0.033027,0.009166,9.814257,0.005981,-0.005047,0.005655
0.041472,0.018235,9.798297,0.003918,-0.004524,0.005387
0.047065,0.006746,9.799673,0.003866,-0.005695,0.008097
0.022593,0.00706,9.804681,0.003876,-0.005351,0.002463
0.028628,0.003553,9.796032,0.005484,-0.007237,0.003687
0.028587,-0.006664,9.797097,0.00472,-0.002869,0.0041
0.029064,-0.002135,9.800872,0.006993,-0.006306,0.006549
0.037643,0.003952,9.80182,0.005634,-0.003301,0.004021
0.049974,0.012924,9.791697,0.004535,-0.0044,0.005229
0.049766,0.005229,9.806553,0.006802,-0.003566,0.004492
0.052741,0.012024,9.805133,0.004286,-0.004765,0.005986
0.043644,-0.003093,9.800078,0.002994,-0.006658,0.003609
0.05212,-0.01138,9.80143,0.004955,-0.006281,0.003723
0.053189,-0.012342,9.809355,0.005284,-0.00516,0.004438
0.053727,-0.010246,9.801408,0.006744,-0.005282,0.006792
0.038037,-0.013161,9.814645,0.006097,-0.004275,0.003684
0.027989,-0.000142,9.809841,0.006645,-0.003919,0.004317
0.03218,-0.013582,9.800548,0.006977,-0.004422,0.004459
0.02923,0.004612,9.801189,0.006251,-0.004005,0.006431
0.025831,-0.006283,9.803674,0.006048,-0.006577,0.006232
0.026117,0.00207,9.798117,0.004908,-0.002134,0.003567
0.01832,-0.005242,9.80131,0.002805,-0.004509,0.00414
0.026041,-0.010563,9.801272,0.001578,-0.003444,0.004097
0.029442,-0.017156,9.800926,0.005436,-0.002244,0.003657
0.039358,-0.000095,9.791483,0.005268,-0.003996,0.004096
0.031209,0.004541,9.793939,0.007312,-0.003659,0.004683
0.046618,0.013191,9.7993,0.003451,-0.005643,0.005414
0.031149,0.011964,9.803912,0.003969,-0.003833,0.003986
0.032848,0.014184,9.810445,0.005911,-0.0022,0.001753
0.024757,0.015252,9.810153,0.002845,-0.003764,0.00321
0.028267,0.030563,9.795242,0.005044,-0.006237,0.004608
0.023959,0.009908,9.815704,0.005594,-0.006054,0.004197
0.040766,0.014793,9.806935,0.001842,-0.006088,0.001482
0.035601,-0.00107,9.811863,0.005055,-0.007089,0.00315
0.021648,0.008786,9.821242,0.004451,-0.006035,0.00699
0.027131,-0.00247,9.818824,0.005695,-0.004417,0.006273
0.049589,0.002495,9.804156,0.005587,-0.005981,0.001341
0.03192,-0.020849,9.799543,0.00614,-0.00428,0.005247
0.03739,-0.022708,9.79951,0.006422,-0.004484,0.006225
0.033308,-0.016725,9.810558,0.005076,-0.004661,0.006837
0.035424,-0.010923,9.822247,0.005598,-0.00602,0.002666
0.019669,-0.003514,9.812675,0.006505,-0.004111,0.004096
0.044816,-0.004474,9.809044,0.003762,-0.007721,0.001176
0.037128,0.014878,9.802482,0.005994,-0.004126,0.005863
0.039351,-0.002166,9.790796,0.00544,-0.004219,0.005925
0.034531,0.000155,9.778401,0.005499,-0.003024,0.00612
0.037371,0.000349,9.768382,0.008336,-0.002988,0.004292
0.033397,0.000836,9.765994,0.006263,-0.004103,0.004587
0.038329,-0.004342,9.780807,0.008725,-0.004311,0.002219
0.033245,0.000187,9.78221,0.006949,-0.005168,0.005372
0.015927,-0.017262,9.792061,0.006324,-0.002399,0.004891
0.028495,-0.013741,9.786777,0.006678,-0.005864,0.003694
0.071359,0.032132,9.767322,0.004591,-0.005232,0.006522
0.033922,-0.003669,9.800842,0.002926,-0.001624,0.005019
0.030196,-0.00888,9.808481,0.006466,-0.004216,0.005389
0.034913,-0.006809,9.824303,0.004288,-0.003187,0.003797
0.039773,-0.00929,9.830481,0.003353,-0.005044,0.003632
0.037958,0.00138,9.833914,0.004114,-0.003939,0.003321
0.036994,-0.000925,9.829788,0.005983,-0.004552,0.002262
0.030786,-0.002881,9.819831,0.003688,-0.003821,0.003731
0.037765,0.007673,9.811468,0.004182,-0.006136,0.006453
0.029091,-0.008247,9.794685,0.005996,-0.004699,0.002056
0.030847,0.00566,9.800485,0.006049,-0.004563,0.004443
0.036422,-0.008285,9.794633,0.003792,-0.004258,0.004282
0.031689,-0.003682,9.796375,0.002901,-0.005382,0.005018
0.029396,-0.004558,9.81261,0.005173,-0.003649,0.007585
0.03447,0.004279,9.792874,0.005199,-0.001915,0.00696
0.034696,-0.002301,9.799801,0.003159,-0.004841,-0.000345
0.038321,0.004328,9.793885,0.005367,-0.003352,0.005502
0.037297,0.001742,9.804937,0.006301,-0.002517,0.004496
0.037724,0.000821,9.809422,0.007776,-0.003996,0.006434
0.035046,-0.013262,9.815012,0.005205,-0.004972,0.004312
0.031085,-0.012768,9.790203,0.004403,-0.0043,0.001111
0.02016,-0.036606,9.831072,0.002506,-0.003175,0.004238
0.034726,-0.004224,9.8067,0.005661,-0.00383,0.00187
0.03904,0.00743,9.799391,0.006499,-0.007152,0.00336
0.047894,0.026858,9.774067,0.00665,-0.002447,0.002215
0.019275,-0.008801,9.809937,0.006108,-0.0063,0.003144
0.032212,0.000344,9.798425,0.008992,-0.002732,0.007235
0.05217,0.005582,9.789986,0.005911,-0.006149,0.004391
0.034991,0.005761,9.790113,0.008262,-0.006583,0.003603
0.03177,-0.011647,9.787096,0.005484,-0.006271,0.005385
0.030064,-0.005619,9.807431,0.006007,-0.002668,0.004027
0.024027,0.000846,9.812631,0.005447,-0.005399,0.003605
0.036291,0.001919,9.802876,0.00388,-0.002706,0.004041
0.024182,-0.01044,9.817841,0.005152,-0.005241,0.004458
0.05059,0.019782,9.782359,0.006826,-0.007534,0.00322
0.03774,-0.003078,9.807022,0.005882,-0.00278,0.004706
0.039615,0.000023,9.79561,0.005519,-0.0028,0.00346
0.014699,-0.008899,9.808943,0.004198,-0.004724,0.006638
0.032627,0.003612,9.792898,0.006076,-0.00566,0.005153
0.02361,-0.003707,9.805404,0.004613,-0.004183,0.004952
0.044573,0.011269,9.787948,0.007484,-0.004097,0.003313
0.031187,-0.014666,9.808842,0.005118,-0.004319,0.005567
0.035477,-0.003735,9.810146,0.006806,-0.003313,0.006218
0.022186,-0.026705,9.824471,0.005157,-0.004694,0.004901
0.068216,0.033838,9.773205,0.004817,-0.007753,0.004781
0.030315,0.000346,9.808447,0.007709,-0.004327,0.006437
0.03526,0.003322,9.803224,0.006394,-0.003689,0.004671
0.032931,0.004023,9.804619,0.007481,-0.003111,0.006078
0.039995,0.000477,9.795958,0.00858,-0.00362,0.004374
0.021947,-0.00811,9.800953,0.005189,-0.003386,0.00273
0.034668,-0.001387,9.797728,0.00602,-0.003449,0.004577
0.032584,-0.002176,9.802916,0.006703,-0.001629,0.004474
0.0365,0.00367,9.80597,0.005246,-0.006482,0.005054
0.004329,-0.022758,9.822524,0.007292,-0.005529,0.005735
0.036002,-0.001622,9.788404,0.003554,-0.006298,0.006204
0.032068,0.003962,9.808071,0.005338,-0.004585,0.004729
0.028689,-0.005375,9.810541,0.00443,-0.002041,0.004046
0.037397,-0.004127,9.79254,0.005274,-0.003934,0.003973
0.026297,-0.000432,9.80951,0.002043,-0.004852,0.000638
0.029464,0.002787,9.799823,0.004231,-0.006378,0.001658
0.028303,-0.002228,9.78674,0.006987,-0.004817,0.004476
0.04002,0.001726,9.805265,0.006505,-0.003494,0.004041
0.035403,0.001288,9.802888,0.005625,-0.006381,0.002024
0.036612,-0.011274,9.804646,0.005382,-0.005149,0.003431
0.036348,-0.002565,9.799788,0.004507,-0.004916,0.005563
0.034465,-0.006571,9.79637,0.004691,-0.004855,0.002754
0.036943,-0.000432,9.784253,0.005481,-0.005508,0.003621
0.032731,0.00192,9.792561,0.005547,-0.006526,0.004517
0.040944,-0.005367,9.79287,0.007383,-0.006771,0.006238
0.031587,-0.013738,9.803314,0.00464,-0.004715,0.006179
0.026934,0.011728,9.810153,0.006813,-0.005316,0.001601
0.032272,0.005962,9.79979,0.005904,-0.005454,0.004222
0.028022,0.006582,9.806369,0.004897,-0.005852,0.008309
0.030396,-0.005999,9.793978,0.004305,-0.004727,0.00378
0.027601,0.002452,9.808799,0.005413,-0.003742,0.005838
0.035482,-0.011208,9.797409,0.006025,-0.005027,0.005044
0.044604,-0.008129,9.804924,0.005164,-0.005419,0.005104
0.023629,0.003727,9.800204,0.004688,-0.005482,0.004312
0.046061,0.008447,9.790364,0.005092,-0.005955,0.004394
0.027881,-0.012283,9.810236,0.008287,-0.004692,0.004714
0.029082,-0.01154,9.805387,0.002319,-0.002001,0.004152
0.030362,0.001567,9.803614,0.005399,-0.004668,0.003798
0.046546,0.002058,9.80418,0.005069,-0.004304,0.005346
0.029389,0.007049,9.802912,0.004862,-0.006749,0.003363
0.033728,-0.000328,9.800145,0.007366,-0.005401,0.006607
0.021949,-0.000964,9.797817,0.005007,-0.006156,0.003807
0.034384,0.000951,9.798409,0.007292,-0.003338,0.006709
0.043185,0.006333,9.790733,0.003389,-0.003066,0.001594
0.026091,-0.003251,9.810558,0.006421,-0.005067,0.004664
0.037036,-0.002349,9.807367,0.007062,-0.00383,0.004812
0.035746,-0.004689,9.806697,0.006764,-0.003294,0.007276
0.029724,-0.003204,9.796741,0.005772,-0.006055,0.003459
0.027329,-0.003253,9.80124,0.00474,-0.004947,0.00307
0.0343,0.001789,9.802895,0.002679,-0.004115,0.005711
0.039429,-0.001435,9.795623,0.004949,-0.0047,0.008076
0.025297,-0.002908,9.802285,0.0071,-0.003233,0.003599
0.04257,-0.004262,9.805266,0.006944,-0.005084,0.004635
0.033365,-0.002462,9.799464,0.005851,-0.004568,0.004999
0.03453,0.005195,9.795634,0.003947,-0.004933,0.002706
0.034612,-0.012789,9.807426,0.002584,-0.00519,0.004107
0.027927,-0.014139,9.797477,0.005344,-0.00645,0.00693
0.04122,0.001686,9.804564,0.005198,-0.006486,0.005779
0.031741,-0.004963,9.804662,0.004073,-0.003079,0.002747
0.018516,-0.014912,9.815825,0.003599,-0.004369,0.006843
0.04491,0.003172,9.784523,0.007021,-0.002865,0.001896
0.041433,0.001997,9.796282,0.005684,-0.005394,0.004886
0.037189,0.007442,9.804223,0.006494,-0.002499,0.005561
0.024385,-0.003553,9.80988,0.006867,-0.004575,0.004762
0.037851,-0.007992,9.806005,0.003233,-0.00398,0.003751
0.04323,-0.001777,9.799737,0.003129,-0.006289,0.003948
0.042419,-0.005097,9.796302,0.00492,-0.003276,0.003425
0.032559,0.001266,9.793938,0.00075,-0.003104,0.006011
0.035118,-0.007238,9.809124,0.003087,-0.002821,0.003677
0.023534,-0.010051,9.812673,0.005403,-0.005762,0.006336
0.041536,-0.003992,9.799407,0.006993,-0.003996,0.005191
0.00568,-0.027578,9.83908,0.003995,-0.00267,0.002683
0.020506,-0.016876,9.806168,0.004914,-0.004241,0.002804
0.020189,-0.001639,9.803698,0.0058,-0.003265,0.003362
0.030989,-0.016744,9.815396,0.004685,-0.004479,0.007048
0.037456,0.002072,9.808044,0.005189,-0.005521,0.005689
0.034588,0.008018,9.801488,0.00545,-0.004708,0.004097
0.028776,-0.005577,9.809855,0.006278,-0.005423,0.00531
0.034665,-0.002496,9.797387,0.004885,-0.00344,0.003092
0.028288,-0.006246,9.794343,0.006556,-0.003074,0.004515
0.028892,0.00215,9.791204,0.006144,-0.00526,0.003593
0.033709,0.003044,9.798407,0.00753,-0.006484,0.00283
0.051574,-0.002884,9.793121,0.006997,-0.006122,0.003353
0.057883,0.000514,9.788235,0.004267,-0.005265,0.001114
0.04762,0.007421,9.795527,0.004152,-0.003705,0.008411
0.047981,-0.006311,9.799368,0.005923,-0.005027,0.003184
0.034508,0.01243,9.795954,0.006888,-0.00494,0.005661
0.038828,-0.003129,9.811845,0.004103,-0.002211,0.001599
0.035396,0.003248,9.797709,0.004313,-0.006337,0.001677
0.048381,0.007578,9.792425,0.006029,-0.006113,0.003637
0.031552,-0.014454,9.800561,0.009727,-0.004508,0.00467
0.038023,-0.015977,9.810856,0.003378,-0.004169,0.00459
0.0302,-0.006007,9.801914,0.004153,-0.005927,0.003193
0.03395,-0.016979,9.802619,0.006106,-0.004774,0.0023
0.024196,0.000375,9.79814,0.004292,-0.004121,0.001245
0.021995,-0.008886,9.796125,0.004234,-0.003847,0.004213
0.025203,-0.001992,9.798835,0.004559,-0.003226,0.004436
0.013005,-0.003118,9.810658,0.00406,-0.004076,0.007336
0.026218,-0.002304,9.791239,0.004862,-0.00534,0.004302
0.01507,-0.001769,9.809947,0.003838,-0.00617,0.003665
0.030059,0.008558,9.79531,0.00422,-0.003093,0.006489
0.028243,0.007293,9.797398,0.005938,-0.005843,0.003841
0.031752,0.008651,9.792878,0.004863,-0.003501,0.004245
0.037234,0.008412,9.790429,0.005267,-0.005699,0.006259
0.035197,0.013734,9.788699,0.005576,-0.0054,0.004476
0.031026,0.000465,9.804646,0.00371,-0.004996,0.004651
0.054075,0.00571,9.789625,0.007154,-0.005159,0.007558
0.043943,-0.010852,9.804938,0.003032,-0.003748,0.004227
0.068778,-0.003978,9.800242,0.005243,-0.00488,0.003199
0.033283,-0.011178,9.826396,0.007409,-0.003545,0.004894
0.042752,0.00849,9.811771,0.005152,-0.003235,0.005748
0.039206,-0.002328,9.818389,0.005575,-0.003646,0.003283
0.028518,0.001479,9.807078,0.005272,-0.006497,0.00436
0.028355,-0.011091,9.801945,0.005156,-0.001413,0.003022
0.029496,-0.013991,9.801256,0.006247,-0.003465,0.008239
0.0301,-0.025668,9.802332,0.003658,-0.006022,0.005701
0.02849,-0.015063,9.804376,0.005821,-0.003634,0.006739
0.030574,-0.011677,9.786413,0.005987,-0.003351,0.003929
0.036699,-0.014912,9.786723,0.008175,-0.003009,0.003999
0.031883,-0.013735,9.779859,0.006031,-0.007518,0.005856
0.033398,-0.015503,9.782609,0.002909,-0.0029,0.005495
0.021611,-0.012255,9.78752,0.004284,-0.005057,0.003086
0.030958,-0.002182,9.792927,0.005314,-0.004458,0.00399
0.035607,0.004936,9.798038,0.004297,-0.003814,0.003438
0.039341,0.008909,9.797306,0.007921,-0.004625,0.001246
0.035013,0.022312,9.799361,0.006707,-0.003562,0.007357
0.034706,0.019074,9.792826,0.003603,-0.00381,0.004386
0.039448,0.014163,9.784875,0.005258,-0.005328,0.004083
0.028245,-0.00569,9.789508,0.004919,-0.002679,0.00319
0.028539,0.012326,9.790827,0.005482,-0.006104,0.004205
0.033434,-0.005458,9.80189,0.007891,-0.003874,0.005162
0.02889,-0.005999,9.821584,0.003133,-0.003624,0.004828
0.034985,-0.01111,9.816041,0.007621,-0.005928,0.004664
0.028593,0.004004,9.835005,0.005748,-0.004985,0.003798
0.029308,-0.00834,9.830559,0.003756,-0.003143,0.002573
0.039418,-0.007786,9.832205,0.004824,-0.004563,0.003137
0.041278,-0.010302,9.821504,0.001676,-0.002156,0.005072
0.038991,-0.000647,9.816665,0.004961,-0.006928,0.004831
0.039434,-0.012847,9.829811,0.005809,-0.004507,0.006657
0.034805,0.00356,9.814954,0.002091,-0.004601,0.004097
0.041615,0.006421,9.797645,0.005675,-0.003874,0.00734
0.027929,-0.000912,9.795012,0.004577,-0.003333,0.002731
0.031558,0.009221,9.767697,0.004492,-0.00364,0.006016
