Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
-3.096907,-2.381309,8.975134,0.00326,-0.00544,0.004641
-3.087248,-2.392577,8.981009,0.006228,-0.005554,0.003255
-3.087621,-2.398375,8.983727,0.005391,-0.004026,0.00703
-3.084211,-2.398515,8.993037,0.007702,-0.001213,0.002596
-3.085208,-2.392534,8.977073,0.0128,0.006532,0.005185
-3.101658,-2.395682,8.987929,0.009492,0.00264,0.004927
-3.092285,-2.389881,8.982667,0.006416,0.000974,0.005001
-3.091075,-2.393,8.987167,0.005782,-0.001022,0.004106
-3.101519,-2.383512,8.982736,0.002346,-0.006158,0.004213
-3.097382,-2.398944,8.981032,0.003259,-0.004151,0.004994
-3.090435,-2.394716,8.974205,0.005356,-0.008816,0.004251
-3.092002,-2.391071,8.983061,0.003583,-0.005982,0.004418
-3.086584,-2.390988,8.980972,0.004391,-0.005452,0.002166
-3.099333,-2.398527,8.986945,0.005751,-0.002842,0.001579
-3.093785,-2.383615,8.97412,0.00598,-0.005508,0.004928
-3.085391,-2.394274,8.980578,0.004565,-0.003184,0.005961
-3.090805,-2.391963,8.977181,0.006868,-0.003794,0.006102
-3.084809,-2.396961,8.992006,0.004199,-0.005811,0.002558
-3.091725,-2.393093,8.980974,0.005148,-0.002537,0.000696
-3.091928,-2.398108,8.980004,0.006336,-0.006004,0.003048
-3.0914,-2.390649,8.981329,0.005556,-0.004189,0.004112
-3.09578,-2.401991,8.9772,0.003788,-0.000861,0.003935
-3.080335,-2.38658,8.983348,0.009715,-0.003666,0.005805
-3.091957,-2.397258,8.985882,0.008851,-0.004271,0.003783
-3.085196,-2.392555,8.976757,0.00669,-0.001201,0.003935
-3.10922,-2.394099,8.974901,0.00452,-0.003663,0.003311
-3.088978,-2.38435,8.972361,0.003642,-0.007343,0.001968
-3.091255,-2.392965,8.986203,0.005348,-0.006463,0.006295
-3.094663,-2.395482,8.983098,0.005964,-0.005557,0.003964
-3.084878,-2.397119,8.983348,0.003135,-0.004802,0.005654
-3.096284,-2.393817,8.990004,0.005135,-0.005134,0.004281
-3.094072,-2.388558,8.983111,0.009345,-0.003699,0.003201
-3.091605,-2.393671,8.989291,0.004362,-0.004462,0.005373
-3.09879,-2.397509,8.989302,0.005537,-0.001612,0.005699
-3.101898,-2.386609,8.988305,0.008221,-0.002912,0.002542
-3.101808,-2.402639,8.985313,0.005868,-0.007698,0.00476
-3.0956,-2.39037,8.985553,0.004708,-0.007886,0.00542
-3.095112,-2.387318,8.976206,0.005602,-0.005243,0.003698
-3.092887,-2.396823,8.984826,0.004453,-0.007114,0.002555
-3.094645,-2.395642,8.994145,0.007333,-0.002998,0.003801
-3.095142,-2.394926,8.978638,0.007091,-0.003137,0.006656
-3.093184,-2.397298,8.984213,0.00862,-0.005164,0.004315
-3.090392,-2.389897,8.980652,0.007837,-0.00278,0.00535
-3.095258,-2.398356,8.979735,0.008478,-0.004545,0.004459
-3.099479,-2.394292,8.969664,0.004157,-0.004275,0.004315
-3.101596,-2.401387,8.980081,0.004722,-0.005579,0.003396
-3.081045,-2.389643,8.974652,0.003257,-0.003813,0.001588
-3.092364,-2.389292,8.987204,0.004333,-0.006136,0.004907
-3.081803,-2.386775,8.971928,0.006535,-0.003515,0.00563
-3.096127,-2.392482,8.976875,0.004885,-0.004163,0.003686
-3.093719,-2.390335,8.980678,0.006486,-0.004716,0.004189
-3.082989,-2.388579,8.972307,0.005712,-0.005241,0.002861
-3.079965,-2.383126,8.978474,0.003328,-0.005943,0.003993
-3.096872,-2.39989,8.984203,0.005675,-0.005824,0.004955
-3.094705,-2.389959,8.991706,0.006055,-0.004092,0.005342
-3.083108,-2.401966,8.989948,0.006245,-0.005474,0.005039
-3.100467,-2.396829,8.985878,0.006793,-0.002566,0.004798
-3.106443,-2.391558,8.979416,0.004621,-0.006191,0.007226
-3.092508,-2.385774,8.971633,0.002795,-0.005648,0.004373
-3.101126,-2.398965,8.997674,0.003293,-0.00665,0.002457
-3.097,-2.392888,8.983191,0.009109,-0.005284,0.003164
-3.098639,-2.402307,8.987613,0.003542,-0.004112,0.007138
-3.10183,-2.391123,8.985541,0.006458,-0.003232,0.00391
-3.098448,-2.391773,8.987921,0.003002,-0.003457,0.004665
-3.092867,-2.379173,8.979588,0.00603,-0.004864,0.004566
-3.1011,-2.388585,8.970729,0.00319,-0.007986,0.004141
-3.110442,-2.385129,8.981887,0.004553,-0.007154,0.005613
-3.096716,-2.398768,8.981324,0.001173,-0.003475,0.006019
-3.084381,-2.390431,8.983011,0.006235,-0.004334,0.005895
-3.095218,-2.387695,8.978217,0.004407,-0.004274,0.003573
-3.089889,-2.388335,8.973336,0.004374,-0.003161,0.004744
-3.079475,-2.394287,8.985733,0.004325,-0.004725,0.002058
-3.073337,-2.38471,8.976326,0.004683,-0.003542,0.002884
-3.084408,-2.375615,8.984712,0.005364,-0.005712,0.006645
-3.088474,-2.391163,8.994052,0.001861,-0.007584,0.003181
-3.090657,-2.411763,8.983814,0.002538,-0.005355,0.003854
-3.082992,-2.398005,8.985031,0.004887,-0.002438,0.006169
-3.079134,-2.403996,8.97785,0.005917,-0.003754,0.002772
-3.082751,-2.406298,8.988935,0.005265,-0.003132,0.005441
-3.089499,-2.403426,8.996519,0.006997,-0.002451,0.004134
-3.105752,-2.400045,8.974933,0.004953,-0.005322,0.004438
-3.114064,-2.401161,8.988442,0.006754,-0.003929,0.004011
-3.111852,-2.398235,8.983618,0.007521,-0.003565,0.005778
-3.110573,-2.391169,8.969731,0.002986,-0.005255,0.004397
-3.090617,-2.406218,8.981006,0.003532,-0.003558,0.005445
-3.107655,-2.400011,8.973169,0.006905,-0.002109,0.004777
-3.102213,-2.398611,8.976227,0.004661,-0.001789,0.005201
-3.087647,-2.396975,8.986825,0.005329,-0.002441,0.006164
-3.086337,-2.373771,8.972317,0.010339,-0.004118,0.00638
-3.10167,-2.383329,8.986519,0.004539,-0.003127,0.00488
-3.089674,-2.367986,8.985694,0.004828,-0.003911,0.002622
-3.096498,-2.388766,8.977213,0.002554,-0.004533,0.004608
-3.088233,-2.369353,8.981576,0.003665,-0.006722,0.004739
-3.103629,-2.386646,8.999753,0.005538,-0.006117,0.005248
-3.090487,-2.381328,8.994752,0.007628,-0.00288,0.004222
-3.095829,-2.390344,9.004504,0.005636,-0.006192,0.003875
-3.091529,-2.392607,8.995862,0.00611,-0.004555,0.00229
-3.093304,-2.395258,8.995515,0.007716,-0.002708,0.004097
-3.091959,-2.400447,8.980686,0.005106,-0.005176,0.004714
-3.10092,-2.407691,8.989041,0.005331,-0.00453,0.006374
-3.100235,-2.407722,8.982843,0.004728,-0.004798,0.004387
-3.088779,-2.421407,8.995936,0.005033,-0.006719,0.005182
-3.093307,-2.403377,8.984858,0.007782,-0.003152,0.005782
-3.093971,-2.404303,8.987206,0.004024,-0.003752,0.006078
-3.092501,-2.382717,8.986858,0.008728,-0.001729,0.0041
-3.099368,-2.385997,8.975827,0.007046,-0.000224,0.002826
-3.092,-2.391095,8.953378,0.006272,-0.002263,0.00017
-3.093316,-2.395887,8.948916,0.005114,-0.000588,0.003315
-3.094711,-2.390864,8.939972,0.004579,-0.005399,0.00462
-3.091613,-2.394468,8.968978,0.004568,-0.007646,0.005619
-3.086215,-2.389922,8.968614,0.005994,-0.009092,0.003802
-3.092377,-2.399525,8.960705,0.003259,-0.00738,0.005069
-3.090189,-2.388098,8.942045,0.005681,-0.008058,0.002275
-3.095862,-2.385308,8.97893,0.005044,-0.003148,0.006411
-3.089183,-2.396415,8.972658,0.005826,-0.001941,0.004888
-3.094912,-2.393146,8.987559,0.009728,-0.000807,0.006253
-3.079642,-2.398427,9.006711,0.008712,0.003441,0.003332
-3.100422,-2.395498,9.01623,0.01076,0.001786,0.003389
-3.10974,-2.382777,9.007318,0.004211,-0.006036,0.00531
-3.101917,-2.399246,9.003839,0.004486,-0.003994,0.0042
-3.092288,-2.391388,8.992367,0.00407,-0.004679,0.004716
-3.099808,-2.394761,9.001468,0.005007,-0.008385,0.005082
-3.084416,-2.393917,8.983092,0.002231,-0.008855,0.006607
-3.088583,-2.398715,8.964509,0.007489,-0.007154,0.003573
-3.096945,-2.386296,8.967579,0.006954,-0.004866,0.003015
-3.091358,-2.388318,8.975494,0.006618,-0.004474,0.000714
-3.089482,-2.38028,8.976782,0.003924,-0.006166,0.003891
-3.105381,-2.389417,8.987704,0.007134,-0.006228,0.002993
-3.092106,-2.389316,8.971013,0.005942,-0.00492,0.004134
-3.099554,-2.396569,8.983408,0.00354,-0.00261,0.005151
-3.094922,-2.387672,8.975458,0.006599,-0.004177,0.004026
-3.088339,-2.398475,8.978887,0.003521,-0.003504,0.004784
-3.094119,-2.394337,8.990984,0.006064,-0.002593,0.00493
-3.09937,-2.398764,8.987988,0.00731,-0.003492,0.005371
-3.084115,-2.390924,8.979847,0.005313,-0.001548,0.004777
-3.08328,-2.398537,8.98853,0.008031,-0.00291,0.004412
-3.095357,-2.38099,8.976102,0.003538,-0.002896,0.003352
-3.10231,-2.394943,8.984209,0.00382,-0.005895,0.003149
-3.0998,-2.393784,8.989655,0.005075,-0.00219,0.004997
-3.102266,-2.398274,8.987676,0.0049,-0.004714,0.002873
-3.092714,-2.381267,8.970566,0.005061,-0.001551,0.003515
-3.101044,-2.398213,8.987293,0.005197,-0.003517,0.003524
-3.096778,-2.3921,8.98137,0.006151,-0.004798,0.005712
-3.10541,-2.39053,8.987664,0.005371,-0.005443,0.004842
-3.105764,-2.389427,8.991812,0.006482,-0.00449,0.004387
-3.09726,-2.394068,8.992113,0.005372,-0.005348,0.003989
-3.083629,-2.391704,8.974716,0.00415,-0.005218,0.003894
-3.09252,-2.39209,8.977159,0.00612,-0.001146,0.001658
-3.092096,-2.390713,8.974441,0.003719,-0.005104,0.004951
-3.102055,-2.400047,8.987607,0.00449,-0.002638,0.004804
-3.089589,-2.385806,8.979895,0.006095,-0.002736,0.005782
-3.099076,-2.390771,8.977282,0.00434,-0.004672,0.0053
-3.097113,-2.388389,8.98103,0.005319,-0.004842,0.002068
-3.095204,-2.400567,8.984172,0.004075,-0.006191,0.003557
-3.091393,-2.397648,8.97173,0.007014,-0.004261,0.005683
-3.093021,-2.404501,8.994894,0.007651,-0.007035,0.002328
-3.085747,-2.380589,8.980627,0.008018,-0.004691,0.00491
-3.088106,-2.394019,8.973707,0.007271,-0.0013,0.003847
-3.096997,-2.383974,8.981646,0.004076,-0.002438,0.006935
-3.092097,-2.392299,8.974468,0.005839,-0.003606,0.004944
-3.089079,-2.392349,8.983006,0.004197,-0.002456,0.001381
-3.103461,-2.389738,8.990744,0.005609,-0.005295,0.003548
-3.101712,-2.393928,8.976616,0.004737,-0.005729,0.002898
-3.101842,-2.389863,8.988604,0.002952,-0.002646,0.003223
-3.085478,-2.389601,8.972631,0.004529,-0.004078,0.004784
-3.097858,-2.392251,8.977281,0.008162,-0.003381,0.005465
-3.094578,-2.37985,8.983036,0.005105,-0.004649,0.004843
-3.098011,-2.388402,8.981761,0.005567,-0.005673,0.003657
-3.100483,-2.389301,8.980067,0.007647,-0.003226,0.006175
-3.086675,-2.384604,8.977151,0.003903,-0.00525,0.003911
-3.097327,-2.392408,8.982805,0.007618,-0.004674,0.002275
-3.097421,-2.39904,8.974462,0.001604,-0.004652,0.004903
-3.083653,-2.389915,8.98092,0.004471,-0.005975,0.006004
-3.091427,-2.388061,8.988515,0.002985,-0.003611,0.004169
-3.084434,-2.390795,8.980238,0.005181,-0.001268,0.004338
-3.103105,-2.395139,8.993494,0.006807,-0.002544,0.005154
-3.109658,-2.390388,8.987333,0.00903,-0.001738,0.006403
-3.087777,-2.388202,8.982317,0.006986,-0.002452,0.001336
-3.099233,-2.393,8.985202,0.002724,-0.005142,0.001669
-3.0972,-2.392016,8.969247,0.002233,-0.003399,0.00081
-3.093058,-2.389539,8.975796,0.001352,-0.006077,0.004945
-3.103955,-2.395346,8.987355,0.002416,-0.007807,0.004089
-3.093292,-2.400543,8.97343,0.005804,-0.001746,0.005159
-3.096398,-2.394681,8.980375,0.003155,-0.004556,0.002557
-3.101263,-2.382994,8.983528,0.006877,-0.006016,0.005032
-3.094414,-2.39605,8.981459,0.006179,-0.003548,0.004727
-3.0948,-2.384763,8.994113,0.00145,-0.004511,0.004799
-3.101089,-2.395563,8.982189,0.004835,-0.005122,0.004182
-3.09623,-2.380411,8.971747,0.00313,-0.007374,0.002925
-3.094185,-2.392999,8.978355,0.001722,-0.011094,0.005511
-3.09861,-2.393321,8.977018,0.001123,-0.009238,0.00547
-3.09748,-2.400851,8.996357,0.006653,-0.007015,0.001336
-3.089509,-2.384446,8.983788,0.006323,-0.003749,0.006886
-3.080675,-2.39572,8.984802,0.00838,-0.001501,0.005272
-3.089334,-2.384489,8.976844,0.006,-0.001621,0.005998
-3.099915,-2.383224,8.987235,0.003737,-0.003316,0.001098
-3.088998,-2.39176,8.981379,0.002682,-0.00482,0.005508
-3.102291,-2.396398,8.992182,0.002339,-0.00511,0.003299
-3.093483,-2.38898,8.981413,0.004859,-0.003726,0.006836
-3.08983,-2.389001,8.973097,0.005893,-0.003425,0.003527
-3.093812,-2.393739,8.981412,0.004994,-0.004353,0.005557
-3.091827,-2.406108,8.986683,0.007561,-0.004114,0.005136
-3.084893,-2.395919,8.978544,0.006253,-0.000407,0.00485
-3.104875,-2.396707,8.985578,0.008404,0.003548,0.011222
-3.091763,-2.388904,8.985552,0.005386,-0.002209,0.004054
-3.096278,-2.393476,8.976224,0.00481,-0.002516,0.005408
-3.08569,-2.39093,8.990984,0.003624,-0.002031,0.005583
-3.100595,-2.40102,8.992193,0.002866,-0.006436,0.003813
-3.081797,-2.386783,8.981411,0.005607,-0.009464,0.00508
-3.092863,-2.388057,8.973113,0.005271,-0.004691,0.003522
-3.096392,-2.401258,8.976301,0.005767,-0.002521,0.003562
-3.090797,-2.390926,8.974526,0.00654,-0.00595,0.004228
-3.089727,-2.390284,8.986557,0.006796,-0.004203,0.006285
-3.088222,-2.387802,8.983417,0.006909,-0.001423,0.004972
-3.087842,-2.382855,8.973085,0.005419,-0.005875,0.004621
-3.106177,-2.39723,8.975366,0.006392,-0.005319,0.005857
-3.087291,-2.397246,8.972498,0.006487,-0.006707,0.00801
-3.091674,-2.404317,8.973147,0.002188,-0.004278,0.004689
-3.095932,-2.388351,8.976931,0.004525,-0.004151,0.006095
-3.088308,-2.402341,8.967337,0.009088,-0.005956,0.006185
-3.093961,-2.397943,8.987967,0.004434,-0.004083,0.003571
-3.096201,-2.402796,8.987402,0.008465,-0.004526,0.002816
-3.077445,-2.385953,8.969934,0.007345,-0.003412,0.005437
-3.10611,-2.391598,8.987393,0.004014,-0.006625,0.005988
-3.090012,-2.396432,8.98759,0.004689,-0.004302,0.004786
-3.093127,-2.403133,8.979703,0.004635,-0.002012,0.00519
-3.096377,-2.390069,8.988002,0.004529,-0.005199,0.003299
-3.102002,-2.397573,8.987392,0.005673,-0.004039,0.001113
-3.101806,-2.390603,8.974941,0.003283,-0.006306,0.002223
-3.101665,-2.39482,8.995306,0.005725,-0.003584,0.005261
-3.090455,-2.393311,8.972113,0.006424,-0.004794,0.004137
-3.118784,-2.395538,8.985111,0.004441,-0.004957,0.002652
-3.094317,-2.395113,8.982157,0.005194,-0.005583,0.005869
-3.085128,-2.389819,8.972061,0.007099,-0.004658,0.005826
-3.092395,-2.386857,8.982489,0.007169,-0.005108,0.004437
-3.085099,-2.392827,8.984449,0.006221,-0.000522,0.003792
-3.085355,-2.38121,8.986839,0.002237,-0.005261,0.001974
-3.093038,-2.382865,8.978589,0.007052,-0.002455,0.006672
